frame,timestamp,landmark_id,landmark_name,x,y,z,visibility,presence
58,2.28,0,NOSE,0.8988237977027893,0.3082146942615509,-0.049631185829639435,0.9524520635604858,0.8459809422492981
58,2.28,1,LEFT_EYE_INNER,0.9015184640884399,0.29791054129600525,-0.07868926227092743,0.939286470413208,0.8043268918991089
58,2.28,2,LEFT_EYE,0.9027354717254639,0.29733163118362427,-0.07878253608942032,0.9433826804161072,0.7911956310272217
58,2.28,3,LEFT_EYE_OUTER,0.9060526490211487,0.29681098461151123,-0.07883794605731964,0.955045759677887,0.7823905348777771
58,2.28,4,RIGHT_EYE_INNER,0.9016818404197693,0.29770010709762573,-0.03069559670984745,0.9345365762710571,0.8449426889419556
58,2.28,5,RIGHT_EYE,0.9031592011451721,0.296938419342041,-0.030658962205052376,0.9305671453475952,0.8533511161804199
58,2.28,6,RIGHT_EYE_OUTER,0.9043328762054443,0.2961805462837219,-0.030849916860461235,0.9458972811698914,0.8581081628799438
58,2.28,7,LEFT_EAR,0.928255558013916,0.2917556166648865,-0.1771177500486374,0.9461471438407898,0.824565052986145
58,2.28,8,RIGHT_EAR,0.9293826818466187,0.2929123044013977,0.04042787849903107,0.9389356374740601,0.9085009694099426
58,2.28,9,MOUTH_LEFT,0.9104074835777283,0.316253662109375,-0.08221686631441116,0.9568904638290405,0.8787710666656494
58,2.28,10,MOUTH_RIGHT,0.9103302955627441,0.31608089804649353,-0.01899172179400921,0.9337894916534424,0.8914555311203003
58,2.28,11,LEFT_SHOULDER,0.9788769483566284,0.33053916692733765,-0.30754780769348145,0.9988269209861755,0.9714836478233337
58,2.28,12,RIGHT_SHOULDER,0.9766273498535156,0.3336871862411499,0.16617873311042786,0.9872791767120361,0.9802916049957275
58,2.28,13,LEFT_ELBOW,0.9414713382720947,0.4188942313194275,-0.33759671449661255,0.8727956414222717,0.9570767283439636
58,2.28,14,RIGHT_ELBOW,0.9573705792427063,0.4131467938423157,0.21083837747573853,0.014776673167943954,0.9730666279792786
58,2.28,15,LEFT_WRIST,0.8516597151756287,0.47561749815940857,-0.2555590271949768,0.7229920625686646,0.8214067816734314
58,2.28,16,RIGHT_WRIST,0.8823294639587402,0.456105500459671,0.1647988259792328,0.024432379752397537,0.858762800693512
58,2.28,17,LEFT_PINKY,0.8385986089706421,0.49046817421913147,-0.28626036643981934,0.6519269943237305,0.7038446068763733
58,2.28,18,RIGHT_PINKY,0.8662477731704712,0.4663603603839874,0.178156316280365,0.02842501550912857,0.8069391846656799
58,2.28,19,LEFT_INDEX,0.8231109976768494,0.4868050217628479,-0.2723909318447113,0.6482365131378174,0.6888665556907654
58,2.28,20,RIGHT_INDEX,0.8550233840942383,0.46515336632728577,0.1401553601026535,0.028544917702674866,0.7812663316726685
58,2.28,21,LEFT_THUMB,0.8297266364097595,0.48114216327667236,-0.2463969737291336,0.5786224007606506,0.7276298403739929
58,2.28,22,RIGHT_THUMB,0.8621712327003479,0.462371289730072,0.1469181329011917,0.03327907249331474,0.8073263168334961
58,2.28,23,LEFT_HIP,0.9749789834022522,0.4660089313983917,-0.1394847333431244,0.983246386051178,0.9371876120567322
58,2.28,24,RIGHT_HIP,0.9680173397064209,0.45951521396636963,0.1393899768590927,0.9783133864402771,0.9474972486495972
58,2.28,25,LEFT_KNEE,0.8450693488121033,0.48300474882125854,-0.14081576466560364,0.5060685276985168,0.5896869897842407
58,2.28,26,RIGHT_KNEE,0.8737146258354187,0.4776906371116638,0.19172537326812744,0.0926763117313385,0.742189347743988
58,2.28,27,LEFT_ANKLE,0.8191047310829163,0.5398175120353699,0.07334154099225998,0.14887037873268127,0.2897416353225708
58,2.28,28,RIGHT_ANKLE,0.8407319784164429,0.5362576842308044,0.2870647609233856,0.05673244222998619,0.3786742091178894
58,2.28,29,LEFT_HEEL,0.8336946964263916,0.5534539818763733,0.09463094919919968,0.16158263385295868,0.2957451045513153
58,2.28,30,RIGHT_HEEL,0.8486123085021973,0.5499683022499084,0.29558485746383667,0.11505860090255737,0.32499799132347107
58,2.28,31,LEFT_FOOT_INDEX,0.7569249868392944,0.5414130091667175,0.1014517992734909,0.14386042952537537,0.27235546708106995
58,2.28,32,RIGHT_FOOT_INDEX,0.7779402136802673,0.5401000380516052,0.28284773230552673,0.07685939967632294,0.3706696927547455
59,2.32,0,NOSE,0.803746223449707,0.30821794271469116,-0.12945710122585297,0.9547619819641113,0.9815632104873657
59,2.32,1,LEFT_EYE_INNER,0.8112737536430359,0.29787346720695496,-0.15907786786556244,0.9431300163269043,0.9778428673744202
59,2.32,2,LEFT_EYE,0.8157116770744324,0.2972742021083832,-0.1591244488954544,0.9470062255859375,0.9803004264831543
59,2.32,3,LEFT_EYE_OUTER,0.8179107308387756,0.29674190282821655,-0.15920813381671906,0.958385705947876,0.9835774898529053
